gender,age,age_o,race,race_o,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match
female,24,28,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',5,6,'Art Education',20,30,10,20,0,20,7,8,6,6,6,5,22,14,30,10,14,10,7,9,7,9,10,5,7,7,9,9,3,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,?,0,5,3,0,0,1,0
female,24,34,European/Caucasian-American,European/Caucasian-American,5,6,'Art Education',30,10,30,10,5,15,6,7,7,7,6,6,22,14,30,10,14,10,7,9,7,9,10,7,8,8,7,7,6,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,?,0,6,3,0,0,1,0
female,24,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',5,6,'Art Education',20,20,15,15,12,18,6,7,6,6,6,6,22,14,30,10,14,10,7,9,7,9,10,5,7,9,8,10,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,?,0,5,0,0,0,1,0
female,24,28,European/Caucasian-American,'Black/African American',5,6,'Art Education',20,18,20,17,10,15,9,10,7,7,10,5,22,14,30,10,14,10,7,9,7,9,10,7,7,7,7,6,6,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,?,0,7,5,0,0,1,0
female,24,28,European/Caucasian-American,'Latino/Hispanic American',5,6,'Art Education',23,18,21,18,10,10,7,7,6,6,5,5,22,14,30,10,14,10,7,9,7,9,10,3,5,5,5,5,6,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,3,?,0,5,3,0,0,0,0
female,25,29,Other,European/Caucasian-American,1,10,'MA Science Education',30,25,18,18,4,5,8,7,8,8,8,6,7,35,20,20,5,13,6,10,8,9,5,5,3,9,4,4,3,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,3,1,0,0,0,0
female,25,24,Other,'Latino/Hispanic American',1,10,'MA Science Education',30,10,20,20,10,10,7,6,5,6,7,6,7,35,20,20,5,13,6,10,8,9,5,8,6,5,2,5,?,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,5,6,0,0,0,0
female,25,21,Other,European/Caucasian-American,1,10,'MA Science Education',25,10,25,5,10,25,7,6,6,5,6,7,7,35,20,20,5,13,6,10,8,9,5,6,8,7,5,4,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,5,6,0,0,1,0
female,25,26,Other,European/Caucasian-American,1,10,'MA Science Education',24,16,28,14,8,10,6,10,9,8,8,5,7,35,20,20,5,13,6,10,8,9,5,7,10,10,6,3,9,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,8,8,0,1,1,1
female,25,25,Other,European/Caucasian-American,1,10,'MA Science Education',60,20,0,20,0,0,8,7,8,8,?,?,7,35,20,20,5,13,6,10,8,9,5,8,9,10,5,4,9,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,7,6,0,1,1,1
female,25,32,Other,European/Caucasian-American,1,10,'MA Science Education',25,15,20,25,10,5,5,7,7,7,7,?,7,35,20,20,5,13,6,10,8,9,5,4,6,6,5,9,?,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,4,5,0,0,0,0
female,25,25,Other,European/Caucasian-American,1,10,'MA Science Education',27,15,28,10,10,10,7,6,8,7,5,4,7,35,20,20,5,13,6,10,8,9,5,5,6,10,8,7,7,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,7,4,0,1,0,0
female,25,25,Other,European/Caucasian-American,1,10,'MA Science Education',25,20,30,15,5,5,8,8,8,9,6,6,7,35,20,20,5,13,6,10,8,9,5,5,9,8,7,?,8,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,7,5,0,1,1,1
female,25,27,Other,European/Caucasian-American,1,10,'MA Science Education',20,20,20,15,5,20,5,7,6,6,7,4,7,35,20,20,5,13,6,10,8,9,5,5,6,10,2,3,3,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,4,3,0,0,1,0
female,25,23,Other,'Black/African American',1,10,'MA Science Education',25,15,20,20,10,10,8,8,8,8,8,7,7,35,20,20,5,13,6,10,8,9,5,7,9,9,8,6,?,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,7,5,0,1,1,1
female,25,27,Other,'Asian/Pacific Islander/Asian-American',1,10,'MA Science Education',50,10,10,10,10,10,10,9,9,9,9,6,7,35,20,20,5,13,6,10,8,9,5,9,10,8,6,7,7,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,7,7,0,1,1,1
female,25,27,Other,European/Caucasian-American,1,10,'MA Science Education',25,20,25,20,10,0,7,7,7,9,?,?,7,35,20,20,5,13,6,10,8,9,5,6,10,9,9,4,5,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,6,5,0,1,1,1
female,25,24,Other,Other,1,10,'MA Science Education',20,20,25,25,5,5,7,7,7,7,7,7,7,35,20,20,5,13,6,10,8,9,5,4,10,10,3,3,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,5,5,0,0,1,0
female,25,22,Other,European/Caucasian-American,1,10,'MA Science Education',10,15,25,15,15,20,8,?,8,?,?,8,7,35,20,20,5,13,6,10,8,9,5,5,4,8,2,3,3,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,4,6,0,0,1,0
female,25,22,Other,'Asian/Pacific Islander/Asian-American',1,10,'MA Science Education',35,40,5,5,7,8,8,6,5,4,4,4,7,35,20,20,5,13,6,10,8,9,5,4,3,7,3,6,?,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,5,4,0,0,1,0
female,25,27,Other,European/Caucasian-American,1,10,'MA Science Education',20,20,15,25,10,10,5,6,5,5,5,5,7,35,20,20,5,13,6,10,8,9,5,6,5,9,4,6,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,5,3,0,0,0,0
female,25,28,Other,'Asian/Pacific Islander/Asian-American',1,10,'MA Science Education',20,30,10,20,0,20,7,6,7,2,7,2,7,35,20,20,5,13,6,10,8,9,5,9,6,8,10,?,?,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,7,2,0,1,0,0
female,25,34,Other,European/Caucasian-American,1,10,'MA Science Education',30,10,30,10,5,15,7,7,7,6,6,4,7,35,20,20,5,13,6,10,8,9,5,4,7,9,6,7,?,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,5,7,0,0,1,0
female,25,27,Other,'Asian/Pacific Islander/Asian-American',1,10,'MA Science Education',20,20,15,15,12,18,5,8,8,7,6,6,7,35,20,20,5,13,6,10,8,9,5,4,5,9,2,4,4,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,4,6,0,0,1,0
female,25,28,Other,'Black/African American',1,10,'MA Science Education',20,18,20,17,10,15,7,9,8,9,6,7,7,35,20,20,5,13,6,10,8,9,5,9,10,9,9,8,?,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,8,5,0,1,1,1
female,25,28,Other,'Latino/Hispanic American',1,10,'MA Science Education',23,18,21,18,10,10,5,8,7,8,6,7,7,35,20,20,5,13,6,10,8,9,5,6,7,9,3,6,4,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,?,5,7,6,0,1,0,0
female,25,29,European/Caucasian-American,European/Caucasian-American,2,2,Genetics,30,25,18,18,4,5,4,5,8,6,8,4,15,18,19,19,17,12,7,9,8,8,9,7,8,9,6,7,4,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,7,5,0,1,0,0
female,25,24,European/Caucasian-American,'Latino/Hispanic American',2,2,Genetics,30,10,20,20,10,10,8,7,8,5,6,5,15,18,19,19,17,12,7,9,8,8,9,5,6,7,5,5,3,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,4,3,0,0,0,0
female,25,21,European/Caucasian-American,European/Caucasian-American,2,2,Genetics,25,10,25,5,10,25,?,?,?,?,?,?,15,18,19,19,17,12,7,9,8,8,9,7,8,8,5,8,4,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,5,4,0,0,0,0
female,25,26,European/Caucasian-American,European/Caucasian-American,2,2,Genetics,24,16,28,14,8,10,10,10,10,10,10,10,15,18,19,19,17,12,7,9,8,8,9,7,2,8,8,5,7,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,8,3,1,0,1,0
female,25,25,European/Caucasian-American,European/Caucasian-American,2,2,Genetics,60,20,0,20,0,0,8,8,8,9,?,?,15,18,19,19,17,12,7,9,8,8,9,7,3,10,10,7,7,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,8,10,1,1,1,1
female,25,32,European/Caucasian-American,European/Caucasian-American,2,2,Genetics,25,15,20,25,10,5,6,5,5,3,5,5,15,18,19,19,17,12,7,9,8,8,9,7,7,8,6,5,6,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,7,4,1,0,1,0
female,25,25,European/Caucasian-American,European/Caucasian-American,2,2,Genetics,27,15,28,10,10,10,9,1,6,3,4,2,15,18,19,19,17,12,7,9,8,8,9,5,1,8,4,5,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,5,1,0,0,0,0
female,25,25,European/Caucasian-American,European/Caucasian-American,2,2,Genetics,25,20,30,15,5,5,7,7,9,7,8,6,15,18,19,19,17,12,7,9,8,8,9,5,7,8,5,5,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,5,3,1,0,0,0
female,25,27,European/Caucasian-American,European/Caucasian-American,2,2,Genetics,20,20,20,15,5,20,5,5,7,4,9,8,15,18,19,19,17,12,7,9,8,8,9,7,8,8,5,7,6,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,7,6,0,1,0,0
female,25,23,European/Caucasian-American,'Black/African American',2,2,Genetics,25,15,20,20,10,10,7,7,7,7,7,?,15,18,19,19,17,12,7,9,8,8,9,7,7,8,8,6,4,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,7,5,0,0,1,0
female,25,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',2,2,Genetics,50,10,10,10,10,10,10,9,9,9,9,9,15,18,19,19,17,12,7,9,8,8,9,6,9,9,5,7,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,6,5,0,0,1,0
female,25,27,European/Caucasian-American,European/Caucasian-American,2,2,Genetics,25,20,25,20,10,0,5,4,6,4,?,?,15,18,19,19,17,12,7,9,8,8,9,7,8,9,8,?,6,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,8,5,0,1,0,0
female,25,24,European/Caucasian-American,Other,2,2,Genetics,20,20,25,25,5,5,9,9,9,9,9,9,15,18,19,19,17,12,7,9,8,8,9,6,8,8,4,7,4,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,7,4,0,0,1,0
female,25,22,European/Caucasian-American,European/Caucasian-American,2,2,Genetics,10,15,25,15,15,20,7,?,8,?,7,?,15,18,19,19,17,12,7,9,8,8,9,6,8,8,4,8,3,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,6,5,0,0,0,0
female,25,22,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',2,2,Genetics,35,40,5,5,7,8,7,6,6,6,6,4,15,18,19,19,17,12,7,9,8,8,9,6,6,7,4,8,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,5,4,0,0,0,0
female,25,27,European/Caucasian-American,European/Caucasian-American,2,2,Genetics,20,20,15,25,10,10,4,5,5,5,6,5,15,18,19,19,17,12,7,9,8,8,9,7,7,7,6,6,4,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,7,4,0,0,0,0
female,25,28,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',2,2,Genetics,20,30,10,20,0,20,4,3,7,5,5,5,15,18,19,19,17,12,7,9,8,8,9,7,8,7,7,7,5,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,7,5,0,0,0,0
female,25,34,European/Caucasian-American,European/Caucasian-American,2,2,Genetics,30,10,30,10,5,15,3,3,8,5,7,8,15,18,19,19,17,12,7,9,8,8,9,7,7,9,7,4,4,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,7,5,1,0,0,0
female,25,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',2,2,Genetics,20,20,15,15,12,18,6,7,7,6,6,6,15,18,19,19,17,12,7,9,8,8,9,6,8,8,6,7,4,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,7,4,1,0,1,0
female,25,28,European/Caucasian-American,'Black/African American',2,2,Genetics,20,18,20,17,10,15,7,9,9,4,5,4,15,18,19,19,17,12,7,9,8,8,9,7,7,8,6,8,4,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,6,4,0,0,0,0
female,25,28,European/Caucasian-American,'Latino/Hispanic American',2,2,Genetics,23,18,21,18,10,10,5,5,6,4,6,4,15,18,19,19,17,12,7,9,8,8,9,6,6,7,6,8,3,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,5,?,2,5,4,0,0,0,0
female,27,29,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,4,4,Genetics,30,25,18,18,4,5,2,8,8,7,8,9,19,20,19,14,13,15,6,9,7,9,6,5,7,8,5,8,7,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,6,3,0,0,0,0
female,27,24,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',4,4,Genetics,30,10,20,20,10,10,3,7,8,6,10,2,19,20,19,14,13,15,6,9,7,9,6,6,8,6,8,7,?,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,4,3,0,0,0,0
female,27,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,4,4,Genetics,25,10,25,5,10,25,5,6,8,5,7,8,19,20,19,14,13,15,6,9,7,9,6,6,8,7,6,7,6,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,7,5,0,0,1,0
female,27,26,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,4,4,Genetics,24,16,28,14,8,10,7,7,8,7,5,6,19,20,19,14,13,15,6,9,7,9,6,7,7,8,7,8,6,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,8,10,1,1,1,1
female,27,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,4,4,Genetics,60,20,0,20,0,0,7,8,8,8,?,?,19,20,19,14,13,15,6,9,7,9,6,9,9,10,10,8,3,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,9,10,1,1,1,1
female,27,32,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,4,4,Genetics,25,15,20,25,10,5,5,5,5,3,5,5,19,20,19,14,13,15,6,9,7,9,6,6,8,7,7,5,4,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,5,5,0,0,0,0
female,27,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,4,4,Genetics,27,15,28,10,10,10,6,7,8,8,7,5,19,20,19,14,13,15,6,9,7,9,6,9,7,8,9,8,?,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,6,5,1,0,1,0
female,27,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,4,4,Genetics,25,20,30,15,5,5,7,7,8,7,8,7,19,20,19,14,13,15,6,9,7,9,6,7,9,9,8,8,6,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,7,5,1,1,1,1
female,27,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,4,4,Genetics,20,20,20,15,5,20,6,7,9,5,9,5,19,20,19,14,13,15,6,9,7,9,6,4,7,7,4,6,5,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,5,5,0,0,0,0
female,27,23,'Asian/Pacific Islander/Asian-American','Black/African American',4,4,Genetics,25,15,20,20,10,10,10,9,9,9,9,9,19,20,19,14,13,15,6,9,7,9,6,7,8,6,8,7,7,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,8,5,0,1,1,1
female,27,27,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',4,4,Genetics,50,10,10,10,10,10,7,7,7,7,7,7,19,20,19,14,13,15,6,9,7,9,6,4,7,5,5,6,?,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,4,5,0,0,1,0
female,27,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,4,4,Genetics,25,20,25,20,10,0,6,6,?,6,?,?,19,20,19,14,13,15,6,9,7,9,6,7,8,8,8,7,4,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,7,6,0,1,0,0
female,27,24,'Asian/Pacific Islander/Asian-American',Other,4,4,Genetics,20,20,25,25,5,5,6,6,6,6,6,6,19,20,19,14,13,15,6,9,7,9,6,6,9,7,7,6,5,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,7,4,0,1,1,1
female,27,22,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,4,4,Genetics,10,15,25,15,15,20,7,?,8,?,?,8,19,20,19,14,13,15,6,9,7,9,6,4,8,7,5,5,5,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,5,5,0,0,0,0
female,27,22,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',4,4,Genetics,35,40,5,5,7,8,7,8,8,6,6,6,19,20,19,14,13,15,6,9,7,9,6,5,6,6,7,10,5,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,6,4,0,0,1,0
female,27,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,4,4,Genetics,20,20,15,25,10,10,4,6,5,4,5,5,19,20,19,14,13,15,6,9,7,9,6,8,8,8,7,7,?,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,7,5,0,1,0,0
female,27,28,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',4,4,Genetics,20,30,10,20,0,20,5,3,4,2,5,2,19,20,19,14,13,15,6,9,7,9,6,7,7,8,9,9,?,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,7,5,0,1,0,0
female,27,34,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,4,4,Genetics,30,10,30,10,5,15,4,6,9,7,8,5,19,20,19,14,13,15,6,9,7,9,6,7,9,10,6,8,5,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,8,5,1,1,0,0
female,27,27,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',4,4,Genetics,20,20,15,15,12,18,6,8,8,6,6,7,19,20,19,14,13,15,6,9,7,9,6,6,7,9,7,10,7,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,7,5,0,1,1,1
female,27,28,'Asian/Pacific Islander/Asian-American','Black/African American',4,4,Genetics,20,18,20,17,10,15,5,10,9,5,6,4,19,20,19,14,13,15,6,9,7,9,6,8,8,8,8,9,?,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,8,6,0,1,0,0
female,27,28,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',4,4,Genetics,23,18,21,18,10,10,3,6,8,6,6,4,19,20,19,14,13,15,6,9,7,9,6,7,7,8,8,9,4,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,6,?,4,7,5,0,1,0,0
female,26,29,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,4,biology,30,25,18,18,4,5,2,7,7,5,5,4,15,20,20,20,15,10,5,8,7,7,8,6,8,8,6,5,7,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,6,5,0,0,0,0
female,26,24,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',1,4,biology,30,10,20,20,10,10,3,0,6,5,4,5,15,20,20,20,15,10,5,8,7,7,8,5,6,7,6,6,6,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,7,5,0,0,0,0
female,26,21,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,4,biology,25,10,25,5,10,25,6,6,7,5,6,7,15,20,20,20,15,10,5,8,7,7,8,8,8,8,8,7,7,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,7,5,0,1,1,1
female,26,26,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,4,biology,24,16,28,14,8,10,8,10,9,7,5,8,15,20,20,20,15,10,5,8,7,7,8,8,10,9,8,7,8,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,9,10,1,1,1,1
female,26,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,4,biology,60,20,0,20,0,0,6,7,7,7,?,7,15,20,20,20,15,10,5,8,7,7,8,8,8,8,8,7,6,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,8,7,0,1,1,1
female,26,32,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,4,biology,25,15,20,25,10,5,5,5,6,5,5,2,15,20,20,20,15,10,5,8,7,7,8,5,7,7,6,6,4,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,6,5,0,0,0,0
female,26,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,4,biology,27,15,28,10,10,10,7,8,10,9,7,8,15,20,20,20,15,10,5,8,7,7,8,8,6,8,8,8,5,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,6,5,1,1,0,0
female,26,25,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,4,biology,25,20,30,15,5,5,7,7,8,7,7,7,15,20,20,20,15,10,5,8,7,7,8,4,8,8,7,8,7,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,7,5,1,1,1,1
female,26,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,4,biology,20,20,20,15,5,20,3,7,9,3,5,3,15,20,20,20,15,10,5,8,7,7,8,6,8,9,6,6,5,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,6,5,0,0,0,0
female,26,23,'Asian/Pacific Islander/Asian-American','Black/African American',1,4,biology,25,15,20,20,10,10,7,7,7,7,7,?,15,20,20,20,15,10,5,8,7,7,8,5,7,8,8,8,5,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,6,5,0,0,1,0
female,26,27,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,4,biology,50,10,10,10,10,10,6,6,6,6,6,6,15,20,20,20,15,10,5,8,7,7,8,3,6,7,5,7,4,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,7,5,0,0,1,0
female,26,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,4,biology,25,20,25,20,10,0,6,8,8,5,6,?,15,20,20,20,15,10,5,8,7,7,8,3,5,6,5,4,3,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,6,5,0,0,0,0
female,26,24,'Asian/Pacific Islander/Asian-American',Other,1,4,biology,20,20,25,25,5,5,6,6,6,6,6,6,15,20,20,20,15,10,5,8,7,7,8,5,7,7,5,6,5,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,6,5,0,0,1,0
female,26,22,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,4,biology,10,15,25,15,15,20,6,?,8,?,?,9,15,20,20,20,15,10,5,8,7,7,8,4,5,6,5,5,3,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,4,5,0,0,1,0
female,26,22,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,4,biology,35,40,5,5,7,8,4,6,5,4,5,7,15,20,20,20,15,10,5,8,7,7,8,6,4,6,5,6,4,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,3,4,0,0,0,0
female,26,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,4,biology,20,20,15,25,10,10,4,6,6,5,6,5,15,20,20,20,15,10,5,8,7,7,8,7,6,7,8,7,6,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,7,5,0,1,0,0
female,26,28,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,4,biology,20,30,10,20,0,20,4,2,6,2,7,2,15,20,20,20,15,10,5,8,7,7,8,6,7,7,9,8,6,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,8,6,0,1,0,0
female,26,34,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,1,4,biology,30,10,30,10,5,15,5,7,8,6,7,3,15,20,20,20,15,10,5,8,7,7,8,7,8,7,6,6,8,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,7,5,0,1,0,0
female,26,27,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,4,biology,20,20,15,15,12,18,6,7,8,7,6,6,15,20,20,20,15,10,5,8,7,7,8,4,8,8,7,8,6,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,7,5,1,1,1,1
female,26,28,'Asian/Pacific Islander/Asian-American','Black/African American',1,4,biology,20,18,20,17,10,15,5,9,7,4,6,4,15,20,20,20,15,10,5,8,7,7,8,6,6,6,8,8,4,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,6,7,0,0,0,0
female,26,28,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',1,4,biology,23,18,21,18,10,10,5,6,7,6,5,5,15,20,20,20,15,10,5,8,7,7,8,7,6,7,6,5,5,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,3,?,4,5,5,0,0,0,0
female,29,29,European/Caucasian-American,European/Caucasian-American,1,10,Psychology,30,25,18,18,4,5,2,8,9,9,8,5,10,40,20,20,0,10,6,10,5,9,3,9,9,9,9,8,7,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,?,1,8,7,0,1,0,0
female,29,24,European/Caucasian-American,'Latino/Hispanic American',1,10,Psychology,30,10,20,20,10,10,4,6,7,6,2,5,10,40,20,20,0,10,6,10,5,9,3,7,7,8,7,8,4,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,1,?,1,7,2,0,0,0,0
